CRIM,ZN,INDUS,POLINDEX,RM,AGE,DIS,HIGHWAYCOUNT,TAX,PTRATIO,IMM,BPL,PRICE,RIVERSIDE
0.3394508102566216,80.27198032185272,2.1665329471952877,0.48439139341383597,8.0,20.0,11.355250474091749,6,336.72913687986807,22.54091513788847,376.06044974192673,6.969426513336271,21.669086507128366,NO
1.0597302062613596,1.909322943975048,10.59064712859881,0.7555963448678915,7.0,53.0,5.238639356026642,5,277.03381409155503,19.47979735835133,395.99010180738117,12.433205353690603,26.237995282553495,NO
1.307745572260477,45.8336650536203,4.2221197549676415,2.3625861486469097,8.0,41.0,4.776458121290206,7,398.0696065861678,15.228967360921818,397.2334715945613,6.7773992575606465,36.5259434134454,NO
0.47824599344882446,0.4331533250558324,10.679947214041004,1.458647706326792,7.0,73.0,2.6050832491231843,9,432.7779756338575,19.46554221283588,339.4115332854978,16.772050238480922,21.628185548700174,NO
9.14145768018701,1.1429357584281838,19.28045907868544,0.8132952528795272,8.0,99.0,3.1176899867815573,24,666.5924838643809,22.056938612058534,304.2308445580516,19.51731708070219,13.399125598276486,NO
2.8481517505444,0.4153454621781873,11.821105920021907,3.3685081999141238,6.0,7.0,6.600981219609123,7,305.5261928594368,19.816616394458947,379.1439229192284,7.628958750558426,23.964432477696214,NO
1.2366580355255548,13.65508650765341,9.48061001086934,1.6282936516655082,6.0,101.0,7.268618395798228,6,311.12680554418847,16.470860387894326,387.8138818925168,30.334900079656077,17.5109297545329,NO
1.5594331206713292,1.6004499927877738,7.514749224642429,0.9691590472259308,10.0,17.0,4.05003508419652,8,307.70037309905064,18.78145051950607,377.69794873513626,5.46973038372229,47.0173385355992,NO
1.1982783525634595,0.9266621344121573,6.280923248931718,0.5314443360295906,8.0,77.0,4.588846669085662,8,308.2198944759431,18.68004436660569,376.3659338287324,6.157546828017736,33.015815713116,NO
1.1886170874345132,0.300989785627645,9.95826739184076,2.1020997612965866,7.0,81.0,2.783648193034388,7,391.68694813129775,19.64343753505744,397.2014871444576,15.3958943741884,16.990407306438154,NO
4.841300748950584,0.797830083440845,19.164888627310482,1.7202815804371325,7.0,91.0,3.5079144620864526,25,666.2866155296873,20.374597653952044,255.8682090935241,17.50450045176379,16.499956912629393,NO
0.5165524456697639,0.460912204744967,11.40917317787959,0.5933722471216287,6.0,93.0,2.716240445047685,7,432.5562304012526,18.229245085616594,395.9998689898914,16.604356344177308,20.799365260834627,NO
2.7062111636013624,0.23491491675031603,20.6353966050127,1.2945865333623436,7.0,100.0,2.2456236174056503,5,403.3128746300131,16.26162555502335,355.3595157121058,7.57913070664173,25.70095234221665,NO
2.320682959563551,1.3610734785998213,12.357326603609634,0.6277930325414578,7.0,59.0,4.802174425983809,4,277.54250442745223,20.119462990507902,381.82287955404934,15.542344125343101,26.283197082478175,YES
0.9807219288051072,12.524903762699985,9.056863953017258,1.257779744037657,7.0,96.0,6.825357873490467,6,311.96632880125327,15.901004838965939,397.75892685142094,19.326312774781083,28.396029071591027,NO
0.060704662781865815,95.61753878602637,3.727286770172288,1.3396661100270069,8.0,32.0,6.47401829704243,4,224.11639540321147,15.38088786210741,392.4498499942084,4.029713118108337,50.8620211455239,NO
9.946727102853492,0.9853917968873361,19.236863110582114,0.9976941530776704,7.0,99.0,3.9769058995963733,24,666.3945399385238,21.839561061550064,397.91801437528613,18.318942556996703,15.627354069088112,NO
0.3409398513598696,0.5969722720601325,10.232438153758402,0.9583768962400097,6.0,97.0,3.0363131222293624,7,432.62391624390585,18.91175930654215,396.9046465680423,17.492824836864358,19.034835637133526,NO
0.3386130757253396,0.8487373922624042,28.20185722787251,1.612688773710287,7.0,99.0,2.0200808151698224,5,711.0471231439119,21.717959995549457,391.0074907420271,18.413888923772372,13.665495384338882,NO
